column_name,column_comment
farex,分成后净佣金
d30_valid_cnt,day30有效户数
d30_valid_cnt,day30有效户数
fin_close_balance,融资余额
is_business_cust,当日是否交易客户
offline_new_effective_account_rate,本期线下渠道新开有效户率(%)
end_total_customer_assets,期末客户资产存量总计
offline_new_effective_account_rate,本期线下渠道新开有效户率
offline_new_effective_account_rate,本期线下渠道新开有效户率
end_total_customer_assets,期末客户资产存量总计
interest_rate,累计息差
security_name,证券简称
side,委托方向
csdc_opencrgan_name,中登开户代理机构名称
client_price,客单价
cancel_client_cnt,退签人数
buss_balance,日交易量
current_asset,当前时点资产
farex_ty,升拥金额
is_refund_order,是否为退款单
avg_22_asset,22日均资产
curr_total_asset,当前总资产
tg_ty_asset,投顾升佣资产
tg_ty_asset,投顾升佣资产
tg_ty_asset,投顾升佣资产
client_id,客户号
activated_customers_cnt,空户激活客户数
autentication_type,认证方式_客户账户开立意愿表
opening_agency,开户代理机构
opening_agency,开户代理机构
end_time,结束时间
sales_name,所属营业部名称
effect_order_fare_cnts,有效升佣订单
inputtime,订单创建时间
sms,短信标识
sms,短信标识
push_type,推送类型
fwrymc,服务关系
product_name,产品名称
farex_ty_30,签约30日内佣金创收
tss_create_date,签署协议创建时间
save_sum,今日资产净存入户数
task_execute_cou,执行次数
current_quarter,季度
new_account_total_asset,新户总资产
fare,7日净佣金
fare0,今日佣金
setpwd_date,完成设置密码时间
breakpoint_task_finish_time,任务完成时间
preaudit_date,初审通过时间
fare,总净佣金
total_real_income,实际总创收
is_future,是否期货开户客户
cover_click_rate,封面点击率
follower_increase,涨粉
share_count,分享量
comments,评论量
cumulative_view_count,直播累计观看人数
cumulative_view_cnt,直播累计观看人数
plain_rate,普通利率
share_cnt,分享量
order_commission,提佣
pvg_zqsz,体外资产
cancel_time,取消订单时间
ltl_order,复购订单数
stock_buss_rate,存量客户交易量占比
branch_no,营业部no
yt_times,交易次数YTD
security_store_balance,证券转托管转入
zero_open_rate,线下渠道新开户数占比
fare0,今日佣金
asset1_balance,1-1000资产用户交易额
open_cnt,开户数
ltl_order,复购订单数
stock_effective_account,存量客户有效户数
is_etf,是否etf
lost_10thousand,万元资产户流失户数
lost_thousand_rate,千元资产户流失率
lost_10thousand,万元资产户流失户数
lost_thousand_rate,千元资产户流失率
effective_curr,有效户数（时点资产>=1w）
gr_nhg_fare,个人户南华港佣金
order_commission,订单佣金
expire_cnt,到单
init_date,业务日期
jj_sale,公募基金销售额
init_date,业务日期
commis_cnt,升佣订单
protocol_tag,签署协议
gszg_market_value,固收资管产品市值
off_site,端外 1 端内 0
new_effective_accounts_50w,新开有效户数_50w
50w_users_price,50w大户单价
new_eff_acc_dedup,新开有效户数（去重后）
new_inst_prod_acc_assets,新开机构产品户资产额
lost_thousand_rate,千元资产户流失率
expire_cnt,过期订单
refund_amt,退款
stock_fund_commission,股基净佣金
lrlxsr,两融利息收入
current_dr_price,持仓市值
off_site,端外 1 端内 0
off_site,端外 1 端内 0
jj_fare,基金净佣金
is_effective_account_c,是否有效（有效户）
cl_fare_mt,存量佣金息差
total_balance,场内交易金额
comm_int_seq_cmpl_rate,交易佣金及息差收入序时完成率
effective_ths_tr,线上当月转化-有效
gr_bjs_fare,个人户北交所佣金
sm_sale,私募销售额
product_balance,产品户交易额
commission_rate_general,佣金费率（普通）
other_sh_a_status,其他家沪A开通情况
normal_order,是否购买老师投顾产品，目前状态正常
current_net_commission,本月净佣金
interest_rate,息差
interest_rate,息差
assure_close_balance,存量情况
fare0,今日佣金
online_new_account_count,本期线上渠道新开户数
end_inactive_institution_assets,其中不交易机构户资产
online_new_account_count,本期线上渠道新开户数
online_new_account_count,本期线上渠道新开户数
end_inactive_institution_assets,其中不交易机构户资产
traffic_fee,累计流量费用
exchange,交易所代码
iscredit,是否信用交易
csdc_relationship_organ,关联关系确认机构名称
buss_balance,月交易量
asset_tier,资产层级
recommend_name,服务经理
pay_time_str,支付时间字符串
curr_fund_asset,现金资产
open_date,开户日期
tg_cash_asset,投顾现金资产
tg_cash_asset,投顾现金资产
tg_cash_asset,投顾现金资产
branch_no,营业部编号
activated_customers_asset,空户激活资产额
status,用户状态
relation_confirm_agency,关联关系确认机构
relation_confirm_agency,关联关系确认机构
tg_name,所属投顾姓名
refund_amount,退款金额
pay_time,订单支付时间
sms_delay,短信延迟
sms_delay,短信延迟
read_count,阅读计数
khjlmc,开发关系
order_cash,支付金额
pay_time,支付时间
tss_update_date,签署协议创建时间
lose_sum,今日资产净转出户数
task_execute_date,执行时间
first_of_week,是否为周开头
new_account_average_asset,新户均资产
fare_2,期初以来总净佣金
fare,今日净佣金
protocol_date,完成签署协议时间
reaudit_date,复审通过时间
total_real_fare,实际总净佣金
fare,总净佣金
is_rights,是否私募合格投资者
skip_rate_2s,2s跳出率
share_count,分享
work_count,作品量
shares,分享量
exposure_to_view_rate,曝光进入率(观看人数/曝光人数)
xfc_card_click_cnt,小风车&小卡片点击次数
current_rate,客户活期利率
recommended_cnt,视频号推荐
refund_amount,退款金额
wsjyagyjl,佣金费率CRM
certificate,"身份证号,老投顾来源为5为大同app订单身份证为同一个字符串，用userid代替"
ltl_rate,复购率
stock_stockfund_rate,存量客户股基交易量占比
total_fin_balance,融出资金总额
branch_name,营业部
branch_no,营业部no
security_take_balance,证券转托管转出
ths_rate,同花顺渠道新开户数占比
fare,今日净佣金
asset1000_balance,1000-1w资产用户交易额
curr_buss_balance,总交易量
ltl_rate,复购率
stock_deposit_account,存量客户入金户数
lost_10thousand_rate,万元资产户流失率
lost_10thousand,万元资产户流失户数
lost_10thousand_rate,万元资产户流失户率
lost_10thousand,万元资产户流失户数
effective_curr_target_rate_3w,有效户数全年目标达成率（3w）
jg_gp_fare,机构户股票佣金
refund_amount,退款金额
expire_amt,到期金额
is_etf,是否etf
sypz_sale,收益凭证销售额
is_etf,是否etf
commis_cancel_cnt,升佣取消订单
witness_tag,视频认证
qyzg_market_value,权益资管产品市值
channel_own,开户一级渠道
reactivated_valid_accounts_50w,空户激活有效户数_50w
100w_users_price,100w大户单价
new_ind_eff_acc_dedup,新开个人户有效户数（去重后）
mgn_financing_balance,两融融资余额
lost_10thousand,万元资产户流失户数
commis_cnt,升佣订单
order_cnt,订单数
interest_rate,息差
qqjyj,期权净佣金
init_date,业务日期
channel_own,开户一级渠道
channel_own,开户一级渠道
zq_fare,债券净佣金
is_currently_subscribed_service_pkg,当前是否签约服务包
tg_total,投资咨询业务收入
gp_fare,股票净佣金
new_comm_int_inc,新开佣金息差收入
effective_ths_no,线上上月非入金-有效
gr_nhg_fare,个人户南华港佣金
zg_sale,资管销售额
asset0_balance,0-1资产用户交易额
is_effective_account_c,是否有效（有效户）
refund_order,是否购买老师投顾产品，目前已退款
prev_net_commission,上月净佣金
traffic_fee,流量费用
traffic_fee,流量费用
total_fin_balance,融出资金总额
occur_balance,融资利息收入
fare,今日净佣金
online_new_effective_account_count,本期线上渠道新开有效户数
total_customer_count,期末客户总数
online_new_effective_account_count,本期线上渠道新开户有效户数
online_new_effective_account_count,本期线上渠道新开户有效户数
total_customer_count,期末客户总数
ad_cost,累计消耗成本
price_method,报价方法(子单)
entrust_date,委托日期YYmmDD
csdc_holder_kind,中登证券账户类别
order_exp_cnt,小转大小单数
current_pl,客户当前盈亏
pay_time,支付时间时间戳
stock_fund_commission,股基净佣金
gender,性别
cash_order_amt,现金订单金额
cash_order_amt,现金订单金额
cash_order_amt,现金订单金额
open_account,开户成功标识，1成功，0失败
srv_id,见证人员id
security_account_type,证券账户类别
security_account_type,证券账户类别
tg_certification,投顾证书编号
service_day,订单有效期
sender,发送者
sender,发送者
receive_count,接收计数
balance_ratio_str,佣金费率
effect_date,服务开始时间
introducer_name,推荐人员
tsw_create_date,视频发起创建时间
business_cust_num,今日交易客户数
task__distribution_date,分配时间
last_of_week,是否为周结尾
total_transaction_amount,总交易额
interest_rate,7日息差
interest_rate,今日息差
witness_date,完成视频认证时间
total_interest,总息差
total_real_fare,实际总净佣金
organ_flag,用户类型(个人，机构)
play_duration_avg,平均播放时长
view_duration_avg,人均观看时长
follows,关注量
xfc_card_exposure_count,小风车&小卡片曝光次数
avg_view_duration,人均观看时长(秒)
deposit_rate,存管费率
cancel_status,取消状态
curr_asset_save,开户至今净存入
pay_time_str,服务开始时间
stock_profit,存量客户代理买卖创收(净佣金+息差)
ag_shares_bus_balance,A股交易额
branch_name,营业部
branch_no,营业部no
sjqd_rate,sjqd3渠道新开户数占比
fare_gg,今日净佣金_股基
asset1w_balance,1w-50w资产用户交易额
cancel_cnt,注销客户数
stock_buss_rate,存量客户交易量占比
total_asset,新户总资产
lost_10thousand_rate,万元资产户流失户率
total_asset,新户总资产
lost_10thousand_rate,万元资产户流失户率
effective_curr_target_rate_6w,有效户数全年目标达成率（6w）
jg_jj_fare,机构户基金佣金
cancel_status,取消状态
expire_commis_cnt,升佣到期单
sm_sale,私募销售额
cash_cancel_cnt,现金取消订单
visitsurvey_tag,问卷回访
sm_market_value,私募市值
channel_name,开户二级渠道
converted_valid_50w,存量转化有效户数_50w
50w_shengdang_price,50w升档单价
new_inst_eff_acc,新开机构户有效户数
mgn_daily_avg_financing_bal,两融日均融资余额
lost_10thousand_rate,万元资产户流失户率
commis_cancel_cnt,升佣取消订单
commis_amt,升佣创收金额
margin_interest,两融利息收入
qd_rgf,产品前端认申购费
channel_name,开户二级渠道
channel_name,开户二级渠道
ggt_fare,港股通净佣金
has_historically_subscribed_service_pkg,历史是否签约服务包
tg_total_mt,投资咨询业务收入
jj_fare,基金净佣金
new_comm_int_ann_achv_rate,新开佣金息差年度达成率
effective_sjqd3_tr,手机渠道3-有效转化（占位）
jg_gp_fare,机构户股票佣金
pof_entrust_balance,公募基金认申购委托额
asset1_balance,1-1000资产用户交易额
is_currently_subscribed_service_pkg,当前是否签约服务包
exp_order,是否购买老师投顾产品，且为体验单
yoy_net_commission,去年同月净佣金
farex_ty,提佣金额
farex_ty,提佣金额
ag_shares_bus_balance,A股交易额
b_total_asset,期权资产
fare_gg,今日净佣金_股基
online_new_effective_account_rate,本期线上渠道新开有效户率(%)
total_broker_asset,周期内经纪业务资产
online_new_effective_account_rate,本期线上渠道新开有效户率
online_new_effective_account_rate,本期线上渠道新开有效户率
total_broker_asset,周期内经纪业务资产
leads_count,累计线索数
hedge_type,对冲类型(子单)
deadline_date,预计截止结束YYmmDD
cli_lg_cnt,小转大大单数
pl_tier,客户盈亏层级
cancel_time_str,退款时间
interest_rate,息差
age,年龄
comis_order_amt,佣金订单金额
comis_order_amt,佣金订单金额
comis_order_amt,佣金订单金额
open_create_date,开户成功创建时间
srv_name,见证人员姓名
type,接口调用成功或失败
type,接口调用成功或失败
service_cycle,服务周期
pay_time_end,订单截止时间
create_time,创建时间
create_time,创建时间
send_count,发送计数
channel,渠道归属
uneffect_date,服务结束时间
fwrymc,服务人员
tsw_update_date,视频发起更新时间
fare_rate,今日净佣金费率
task_create_date,导入时间
first_of_month,是否为月头
total_net_commission,总净佣金
interest_rate_2,期初以来总息差
visitsurvey_date,完成问卷回访时间
average_income_per_user,单客创收
total_interest,总息差
is_rzrq,两融是否开户
like_cnt,点赞量
danmu_count,弹幕
forward_chat_pyq,转发聊天和朋友圈
xfc_card_click_count,小风车&小卡片点击次数
new_follower_cnt,新增粉丝数
stockfund_balance,股基交易量
inputtime,订单创建时间
curr_buss_balance,开户至今交易量
pay_time_end_str,服务结束时间
b_shares_bus_balance,B股交易额
branch_name,营业部
thstg_rate,同花顺投顾渠道新开户数占比
interest_rate,今日息差
asset50w_balance,50w-1000w资产用户交易额
business_cnt,有交易客户数
stock_stockfund_rate,存量客户股基交易量占比
total_user_income,新户总创收
total_asset,新户总资产
total_user_income,新户总创收
total_asset,新户总资产
lost_thousand,千元资产户流失户数
jg_zq_fare,机构户债券佣金
inputtime,输入时间
expire_cash_cnt,到期现金单
zg_sale,资管销售额
cash_cnt,现金单
success_tag,提交申请
cash_take_balance,银行转存总金额
first_date,交易第1笔时间
new_account_assets,新开户新增资产
zhongdeng_users_price,中登开户成功户单价
new_prod_eff_acc,新开产品户有效户数
ind_net_deposit,个人户资金净存入
total_asset,新户总资产
cash_cancel_cnt,现金取消订单
lg_order_amt,大单金额
stock_turnover,证券交易额
product_gover,产品管理费
first_date,交易第1笔时间
first_date,交易第1笔时间
bjs_fare,股转_北交所净佣金
avg_daily_asset,日均资产
tg_app_total,APP投顾收入
zq_fare,债券净佣金
new_comm_int_seq_cmpl_rate,新开佣金息差序时完成率
effective_sjqd3_no,手机渠道3-有效基数（占位）
jg_jj_fare,机构户基金佣金
eln_entrust_balance,私募基金认申购委托额
asset1000_balance,1000-1w资产用户交易额
has_historically_subscribed_service_pkg,历史是否签约服务包
fwrymc,服务人员
net_commission_mom_growth,净佣金环比增长率
order_amount,投顾订单金额
order_amount,投顾订单金额
b_shares_bus_balance,B股交易额
fare_all,累计净佣金
interest_rate,今日息差
total_ag_shares_bus_balance,A股交易额(元)
total_fin_balance,周期内融出资金总额
new_margin_count,本期新开两融户数
new_margin_count,本期新开两融户数
total_fin_balance,周期内融出资金总额
zd_cost,累计开户中登成本
side,交易方向
entrust_time,委托时间HHMMSSsss
pl_tier_curr,客户当前盈亏
pay_time_end_str,订单到期时间
margin_interest,两融利息收入
name,姓名
open_update_date,开户成功更新时间
approve_id,审核人员id
service_cycle_start,服务开始日期
product_name,产品名称
forum,论坛
forum,论坛
station_types,站点类型
period_validity,有效期
khjlmc,开发人员
start_time,视频开始时间
fare0,今日佣金（分层）
last_of_month,是否为月尾
total_interest_margin,总息差
status,姓名
success_date,完成提交申请时间
asset_account,有资产户数
average_income_per_user,单客创收
asset_prop,账户类型
share_cnt,分享量
set_as_ringtone,设为铃声
lead_count,留资人数
comment_user_cnt,评论人数
pay_time,订单支付时间
stockfund_balance,开户至今股基交易量
cancel_time_str,退款时间
jj_balance,基金交易额
deposit_tr,当月线下渠道入金户转化数
is_effective_account,当日是否有效户(数金) 1-是 0-否
asset1000w_balance,1000w+资产用户交易额
stock_profit,存量客户代理买卖创收(净佣金+息差)
total_net_commission,总净佣金
total_user_income,新户总创收
total_real_income,实际总创收
total_user_income,新户总创收
lost_thousand_rate,千元资产户流失率
jg_ggt_fare,机构户港股通佣金
pay_time,支付时间
renew_cnt,续费单
pof_entrust_balance,公募基金认申购委托额
lg_amount,大单金额
reexamine_tag,复审通过
cash_store_balance,银行转取总金额
income_amt,总收益金额
reactivated_assets,空户激活资产
web_calculation_formula,前段成本计算公式
new_inst_prod_eff_acc,新开机构产品户有效户数
assess_ind_net_deposit,考核个人户资金净存入
total_user_income,新户总创收
cash_cnt,现金单
lg_order_cnt,大单
is_g_bond,是否进购买国债逆回购
interest_rate,息差
income_amt,总收益金额
income_amt,总收益金额
nhg_fare,逆回购净佣金
curr_buss_balance_month,近一个月交易量
tg_app_mt,APP投顾收入
ggt_fare,港股通净佣金
new_cust_dai_inc_pp,新开客群单人单日创收
effective_thstg_tr,投管平台-有效转化（占位）
jg_zq_fare,机构户债券佣金
pe_entrust_balance,收益凭证认购委托额
asset1w_balance,1w-50w资产用户交易额
avg_daily_asset,日均资产
khjlmc,客户经理
net_commission_yoy_growth,净佣金同比增长率
reg_cnt,注册数
reg_cnt,注册数
jj_balance,基金交易额
business_balance_all,累计交易量
is_effective_account,当日是否有效户(数金) 1-是 0-否
total_bg_shares_bus_balance,B股交易额(元)
avg_trading_days,周期内交易天数
activated_contract_count,合同流水中的激活客户数
activated_contract_count,合同流水中的激活客户数
avg_trading_days,周期内交易天数
curr_users,累计时点客户数
volume,委托数量
total_quantity,委托总数量
is_signed_non_t0,是否签约非T0产品
certificate,身份证号
stock_turnover,证券交易额
phone,手机号
approve_date,审核时间
service_cycle_end,服务结束日期
product_type,产品类型
state,状态
state,状态
terminal,终端类型
order_type,订单类型（体验单/正式单）
branch_name,营业部名称
video_length,视频见证长度
dd_fare,今日净佣金（分层）
first_of_quarter,是否为季度头
total_revenue_generated,新户总创收
name,账户状态
reexamine_date,完成复审通过时间
business_cust,交易户数
asset_account,有资产户数
income,风险测评家庭年收入
comment_cnt,评论量
set_as_status,设为状态
avg_view_duration,人均观看时长(秒)
comment_cnt,评论次数
service_day,订单有效期
fare,开户至今净佣金
service_day,服务天数
money_fund_trade_balance,货币基金交易额
deposit_no,线下渠道上月非入金户数
is_effective_account_c,当日是否有效户(公司) 1-是 0-否
gp_fare_rate,股票交易佣金费率
total_interest_diff,总息差
total_net_commission,总净佣金
total_net_commission,总净佣金
total_real_income,实际总创收
lost_10thousand,万元资产户流失户数
jg_bjs_fare,机构户北交所佣金
service_day,服务天数
fare_commis,升佣金额
eln_entrust_balance,私募基金认申购委托额
cash_amount,现金
fxc_tag,跑批完成
security_store_balance,证券转托管转入
cumulative_return,总榜收益率
existing_client_net_deposit,存量客户资金净存入
new_eff_acc_50w_dedup,新开有效户数_50W（去重后）
inst_net_deposit,机构户资金净存入
total_real_income,实际总创收
lg_amount,大单金额
refund_cnt,退款订单
peak_asset_2025,25年峰值资产
gjjyj_tc,股基净佣金提成
cumulative_return,总榜收益率
cumulative_return,总榜收益率
qq_fare,期权净佣金
total_debit,总负债
tg_ths_total,同花顺投顾收入
bjs_fare,股转_北交所净佣金
new_cust_dai_inc_ann_cmpl_pp,新开客群单人单日创收年度完成率
effective_thstg_no,投管平台-有效基数（占位）
jg_ggt_fare,机构户港股通佣金
amp_entrust_balance,资管产品委托额
asset50w_balance,50w-1000w资产用户交易额
curr_buss_balance_month,近一个月交易量
recommend_name,推荐人
current_commission,本月佣金
ad_cost,消耗成本
ad_cost,消耗成本
money_fund_trade_balance,货币基金交易额
branch_no,营业部no
is_effective_account_c,当日是否有效户(公司) 1-是 0-否
total_jj_balance,基金交易额(元)
ag_turnover_rate,A股周转率
total_activated_count,本期激活客户数
total_activated_count,本期激活客户数
ag_turnover_rate,A股周转率
all_effec_cnt,时点有效户数
price,委托价格
total_amount,委托总金额
signed_products,签约产品
sales_name,销售姓名
is_g_bond,是否进购买国债逆回购
status,客户状态0-正常  3-已销户  F-锁定
staff_id,回访人员id
book_time,订阅时间
advisor_name,投顾
is_push,是否已推送
is_push,是否已推送
title,标题
sales_name,销售关系
is_refund,是否退款
approve_date,视频审核时间
dd_interest_rate,今日息差(分层)
last_of_quarter,是否为季度尾
average_revenue_generated,新户均创收
phone,手机号
fxc_date,跑批完成日期
posi_account,持仓户数
business_cust,交易户数
branch_no,开户营业部_编号
collection_cnt,收藏量
set_as_moments_cover,设为朋友圈封面
new_follower_count,新增粉丝数
room_exposure_cnt,直播间曝光次数
pay_time_end,订单有效期
interest_rate,开户至今息差
product_name,产品名
zq_balance,债券交易额
zero_deposit_rate,线下渠道入金户转化率
is_deposit_account,当日是否入金户（数金) 1-是 0-否
jj_fare_rate,基金交易佣金费率
effective_single_customer_cost,有效户单客成本
total_real_income,实际总创收
total_real_fare,实际总净佣金
total_net_commission,总净佣金
lost_10thousand_rate,万元资产户流失率
jg_nhg_fare,机构户南华港佣金
pay_time_end,支付结束时间
cancel_cnt,退款单
pe_entrust_balance,收益凭证认购委托额
renew_cnt_year,年度复购
open_success_tag,开户完成
security_take_balance,证券转托管转出
etf_bs,总ETF交易量
new_margin_accounts,新开两融账户数
act_dorm_eff_acc,空户激活有效户数
prod_net_deposit,产品户资金净存入
total_net_commission,总净佣金
cash_amount,现金
position_level,仓位
lrjyj_tc,两融净佣金提成
etf_bs,总ETF交易量
etf_bs,总ETF交易量
total_fare,汇总佣金
curr_fund_asset,现金资产
tg_ths_mt,同花顺投顾收入
nhg_fare,逆回购净佣金
ext_comm_int_inc,存量佣金息差收入
jg_bjs_fare,机构户北交所佣金
pof_redemp_amount,公募基金赎回份额
asset1000w_balance,1000w+资产用户交易额
total_debit,总负债
organ_flag,用户类型
current_total_asset,本月总资产
leads_count,线索数
leads_count,线索数
zq_balance,债券交易额
effective_customers,期末有效户数（3万）
is_deposit_account,当日是否入金户（数金) 1-是 0-否
total_zq_balance,债券交易额(元)
unpaid_interest,本期未付利息
new_activated_count,本期新开并激活户数
new_activated_count,本期新开并激活户数
unpaid_interest,本期未付利息
open_cnt_s,累计开户数
state,子单状态
buy_quantity,已买入数量
contact_priority,触达优先级
userid,用户id
peak_asset_2025,25年峰值资产
wsjyagyjl,佣金费率
staff_name,回访人员姓名
book_origin,订阅来源
pay_type,支付方式
push_time,推送时间
push_time,推送时间
introducer_name,订单推荐人
is_effect_cash,是否有效现金订单（订单金额>=799）
total_time,总用时
first_of_year,是否为年度开
estimated_payback_cycle,预估回本周期
branch_no,营业部编号
revenue_days,创收天数
posi_account,持仓户数
branch_no_name,开户营业部_名称
home_visits,主页访问量
comment_user_count,评论人数
room_view_cnt_total,直播累计观看次数
branch_name,营业部名称
book_time_str,订阅时间
bjs_balance,股份转让交易额
deposit_ths_tr,同花顺渠道入金户转化数
is_deposit_account_c,当日是否入金户（公司） 1-是 0-否
zq_fare_rate,债券交易佣金费率
account_roi,开户ROI
total_real_fare,实际总净佣金
total_interest_diff,总息差
total_real_fare,实际总净佣金
total_asset,新户总资产
product_gp_fare,产品户股票佣金
branch_name,分公司名称
commis_cancel_cnt,升佣退款单
amp_entrust_balance,资管产品委托额
fur_amt,未来销售额
assure_close_balance,两融资产存量情况
gj_bs,总股基交易量
new_option_accounts,新开期权账户数
act_dorm_eff_acc_50w,空户激活有效户数_50w
inst_prod_net_deposit,机构产品户资金净存入
total_real_fare,实际总净佣金
refund_cnt,退单
commission_revenue,升拥金额
qqjyj_tc,期权净佣金提成
gj_bs,总股基交易量
gj_bs,总股基交易量
fare_curr,当月净佣金
mt,月份
qq_fare,期权净佣金
ext_comm_int_ann_achv_rate,存量佣金息差年度达成率
jg_nhg_fare,机构户南华港佣金
eln_redemp_amount,私募基金赎回份额
gp_fare_rate,股票交易佣金费率
curr_fund_asset,现金资产
lrlxsr,本月两融利息收入
zd_cost,开户中登成本
zd_cost,开户中登成本
bjs_balance,股份转让交易额
total_customers,期末客户数
is_deposit_account_c,当日是否入金户（公司） 1-是 0-否
total_bjs_balance,股份转让交易额(元)
paid_interest,本期已极付利息
end_period_margin_count,期末账户数
end_period_margin_count,期末账户数
paid_interest,本期已付利息
traded_quantity,已成交数量
buy_amount,已买入金额
is_signed_t0,是否签约T0产品
product_name,产品名称
position_level,仓位
degree,学历
visit_date,回访时间
agreements,签署的所有协议
order_cash,支付金额
attract_img,吸引图片
attract_img,吸引图片
fwrymc,服务关系
is_refund_30,现金订单是否30日内退款
video_type,视频类型
last_of_year,是否为年度尾
open_account_roi,开户ROI
stockfund_balance,股基交易额
revenue_days,创收天数
op_source,渠道来源
fans_increase,粉丝增量
comment_count,评论次数
like_user_cnt,点赞人数
introducer_name,推荐人姓名
ggt_balance,港股通交易额
deposit_ths_no,同花顺渠道上月非入金户户数
stockfund_balance,股基交易量
ggt_fare_rate,港股通交易佣金费率
single_customer_income,单客创收
total_interest_diff,总息差
effective_single_customer_cost,有效户单客成本
total_interest_diff,总息差
total_asset_target_rate,新户总资产全年目标达成率
product_jj_fare,产品户基金佣金
introducer_name,介绍人名称
cash_cancel_cnt,退款现金单
pof_redemp_amount,公募基金赎回份额
fin_close_balance,融资余额
stock_code,重仓ETF代码
new_asset_mgmt_valid,新增资管（私募）有效户
new_fut_eff_acc_m_upd,新开期货有效户数（月更）
etf_mv,场内ETF市值
total_interest_diff,总息差
order_exp_cnt,小单
product_sell_tc,产品销售提成（场内+场外）
stock_code,重仓ETF代码
stock_code,重仓ETF代码
fare_all,累计净佣金
total_fare,佣金收入
ext_comm_int_seq_cmpl_rate,存量佣金息差序时完成率
product_gp_fare,产品户股票佣金
pe_redemp_amount,收益凭证到期清盘份额
jj_fare_rate,基金交易佣金费率
fare_curr,当月净佣金
curr_users,时点客户数
curr_users,时点客户数
ggt_balance,港股通交易额
cash_asset_ordinary,现金资产(普通账户)
stockfund_balance,股基交易量
total_ggt_balance,港股通交易额(元)
total_margin_interest,本期两融利息收入
debt_client_count,有负债客户数
debt_client_count,有负债客户数
total_margin_interest,本期两融利息收入
left_quantity,剩余数量
sell_quantity,已卖出数量
t0_sign_date,签约T0的时间
commission_revenue,升拥金额
is_free_five,是否万一免五
cc_flow_no,呼叫CC流水号
risk_revelation,风险揭示书
refund_amount,退款金额
content,消息内容
content,消息内容
khjlmc,开发关系
tsua_create_date,问卷回访时间
wtbs,委托笔数
name,用户姓名
room_exposure_count,直播间曝光次数
like_cnt,点赞次数
fwrymc,服务人员
nhg_balance,逆回购交易额
ths_deposit_rate,同花顺渠道入金户转化率
earn_balance,两融利息收入
bjs_fare_rate,股转_北交所交易佣金费率
asset_account,有资产户数
effective_single_customer_cost,有效户单客成本
account_roi,开户ROI
effective_single_customer_cost,有效户单客成本
total_user_income,新户总创收
product_zq_fare,产品户债券佣金
fwrymc,未知字段
s_lg_cnt,小转大单
eln_redemp_amount,私募基金赎回份额
fare_close_debit,费用负债金额
stock_name,重仓ETF名称
new_equity_fund_coverage,新增权益公募基金覆盖数
new_fut_eff_acc_50w_m_upd,新开期货有效户数_50W（月更）
fi_pub_fund_mv,固收公募市值
effective_single_customer_cost,有效户单客成本
s_lg_cnt,小转大单
product_gover_tc,产品管理费提成
stock_name,重仓ETF名称
stock_name,重仓ETF名称
has_margin_account,是否开两融账户
in_close_balance_total,两融融出资金总额
ext_cust_dai_inc_pp,存量客群单人单日创收
product_jj_fare,产品户基金佣金
amp_redemp_amount,资管产品赎回份额
zq_fare_rate,债券交易佣金费率
fare_all,累计净佣金
all_effec_cnt,时点有效户数
all_effec_cnt,时点有效户数
nhg_balance,逆回购交易额
custody_market_value_ordinary,托管市值(普通账户)
earn_balance,两融利息收入
total_nhg_balance,逆回购交易额(元)
after_tax_interest,本期税后利息收入
new_option_count,本期新开股票期权账户数
new_option_count,本期新开股票期权账户数
after_tax_interest,本期税后利息收入
traded_amount,已成交金额
sell_amount,已卖出金额
work_ex,标签参考
open_state,开户状态
match_instruction,适当性匹配结果
introducer_name,订单推荐人
group_source,群组来源
group_source,群组来源
branch_name,营业部
tsua_update_date,问卷回访时间
llf,流量费
open_type,开户方式（0-临柜开户;1-见证开户;2-网上开户）
room_view_count_total,直播累计观看次数
share_user_cnt,分享人数
khjlmc,开发人员
total_trade_balance,交易额合计
deposit_sjqd3_tr,sjqd3渠道入金户转化数
plain_interest,今日利息
nhg_fare_rate,逆回购交易佣金费率
business_cust,交易户数
account_roi,开户ROI
single_customer_income,单客创收
account_roi,开户ROI
total_user_income_target_rate,新户总创收全年目标达成率
product_ggt_fare,产品户港股通佣金
khjlmc,无对应人员
lg_amount,大单金额
pe_redemp_amount,收益凭证到期清盘份额
other_close_debit,其他负债金额
stock_poison,时点重仓比例
margin_daily_avg_balance,两融日均融资余额
obj_list_eff_acc,异议申请名单有效户数
equity_pub_fund_mv,权益公募市值
account_roi,开户ROI
renew_cnt_year,年度复购
finance_costs,融资成本
stock_poison,时点重仓比例
stock_poison,时点重仓比例
has_star_market_access,是否开通科创板
pof_entrust_balance,公募基金认申购委托金额
ext_cust_dai_inc_ann_cmpl_pp,存量客群单人单日创收年度完成率
product_zq_fare,产品户债券佣金
ggt_fare_rate,港股通交易佣金费率
has_margin_account,是否开两融账户
open_cnt_s,累计开户数
rsg_ta_fare,认申购手续费
total_trade_balance,交易额合计
cash_asset_credit,现金资产(信用账户)
plain_interest,今日利息
total_jj_sale,基金销售额(元)
monthly_financing_amount,当月融资总额
end_option_count,期末股票期权账户数
end_option_count,期末股票期权账户数
monthly_financing_amount,当月融资总额
entrust_date,委托日期YYMMDD
entrust_strategy_type,策略名称
recommendno,推荐人
username,用户姓名
cancel_status,订单状态
head,头部信息
head,头部信息
farex_ty,升佣创收
sub_visit_date,提交待回访时间
